LoanID,MemberID,AddressState,ApplicationType,EmpTitle,Grade,IssueDate,LastCreditPullDate,LastPaymentDate,LoanStatus,NextPaymentDate,Purpose,SubGrade,Term,VerificationStatus,Installment,InterestRate,LoanAmount,TotalPayment,LoanKey
476498,603654,GA,INDIVIDUAL,Coldwell Banker,E,10-01-2021,14-11-2021,12-03-2021,Charged Off,12-04-2021,other,E1, 36 months,Not Verified,353.78,0.1645,10000,8205,39846
862642,1075690,PA,INDIVIDUAL,Wegmans,A,11-09-2021,16-04-2021,12-07-2021,Charged Off,12-08-2021,credit card,A4, 36 months,Not Verified,286.14,0.0749,9200,3250,39847
704958,896965,TX,INDIVIDUAL,Custom Pool Care,A,11-03-2021,14-04-2021,14-04-2021,Fully Paid,14-05-2021,other,A4, 36 months,Not Verified,62.02,0.0729,2000,2233,39848
776493,978846,CA,INDIVIDUAL,TOV LEV ENTERPRISES INC.,B,11-06-2021,11-11-2021,11-11-2021,Fully Paid,11-12-2021,vacation,B1, 36 months,Verified,129.05,0.0999,4000,4096,39849
635771,814442,LA,INDIVIDUAL,,B,10-12-2021,16-05-2021,11-11-2021,Charged Off,11-12-2021,car,B4, 36 months,Verified,145.19,0.0999,4500,1446,39850
611278,783902,GA,INDIVIDUAL,MedQuist,D,10-11-2021,14-01-2021,13-02-2021,Fully Paid,13-03-2021,major purchase,D1, 36 months,Verified,342.22,0.1409,10000,12147,39851
761753,962229,NC,INDIVIDUAL,CARTHAGE POLICE,C,11-05-2021,14-04-2021,14-02-2021,Charged Off,14-03-2021,other,C3, 60 months,Not Verified,279.16,0.1399,12000,9272,39852
1014850,1242250,TX,INDIVIDUAL,Campus Crusade for Christ,A,11-11-2021,14-11-2021,14-11-2021,Fully Paid,14-12-2021,Debt consolidation,A4, 36 months,Source Verified,165.84,0.079,5300,5970,39853
843307,1054085,FL,INDIVIDUAL,Lucky's Sports Bar,B,11-08-2021,16-05-2021,16-05-2021,Current,16-06-2021,Debt consolidation,B5, 60 months,Not Verified,115.09,0.1199,5175,6539,39854
1053287,1284864,MN,INDIVIDUAL,Express Employment Professionals,B,11-12-2021,16-03-2021,13-04-2021,Fully Paid,13-05-2021,Debt consolidation,B4, 36 months,Source Verified,257.3,0.1242,7700,8744,39855
827490,1036445,WA,INDIVIDUAL,JP Morgan Chase,C,11-07-2021,12-04-2021,12-04-2021,Fully Paid,12-05-2021,Debt consolidation,C5, 36 months,Source Verified,158.25,0.1523,4550,4927,39856
979618,1202772,VA,INDIVIDUAL,Goel Services,A,11-10-2021,12-08-2021,12-05-2021,Charged Off,12-06-2021,wedding,A4, 36 months,Verified,578.87,0.079,18500,3629,39857
661180,845586,WA,INDIVIDUAL,Virtual Radiologic,C,11-02-2021,12-10-2021,12-10-2021,Fully Paid,12-11-2021,small business,C4, 36 months,Source Verified,852.02,0.138,25000,29331,39858
423971,499403,MI,INDIVIDUAL,Otis Elevator,A,09-07-2021,11-08-2021,11-07-2021,Fully Paid,11-08-2021,other,A4, 36 months,Verified,287.53,0.0932,9000,10117,39859
802144,1007770,RI,INDIVIDUAL,Roger Williams Park Zoo,B,11-07-2021,16-04-2021,14-03-2021,Fully Paid,14-04-2021,Debt consolidation,B1, 36 months,Not Verified,693.65,0.0999,21500,24480,39860
635715,814378,MA,INDIVIDUAL,KPMG  LLP,C,10-12-2021,16-04-2021,14-01-2021,Fully Paid,14-02-2021,Debt consolidation,C3, 36 months,Verified,117.9,0.1298,3500,4245,39861
712510,905617,CA,INDIVIDUAL,Broadway Federal Bank,D,11-03-2021,12-12-2021,12-12-2021,Fully Paid,12-01-2022,home improvement,D1, 60 months,Source Verified,518.09,0.1454,22000,26709,39862
580887,746677,CA,INDIVIDUAL,City Grid Media,A,10-09-2021,14-06-2021,11-04-2021,Fully Paid,11-05-2021,Debt consolidation,A3, 36 months,Source Verified,185.65,0.0714,6000,6201,39863
972620,1194579,MD,INDIVIDUAL,T. Rowe Price,B,11-10-2021,14-06-2021,11-11-2021,Fully Paid,11-12-2021,Debt consolidation,B2, 36 months,Source Verified,208.47,0.1065,6400,6457,39864
634568,812923,TX,INDIVIDUAL,Hidalgo County Sheriff's Office,A,10-12-2021,15-11-2021,13-05-2021,Fully Paid,13-06-2021,Debt consolidation,A5, 36 months,Not Verified,370.04,0.0691,12000,13247,39865
603245,774045,WI,INDIVIDUAL,Baxter,C,10-10-2021,12-04-2021,12-07-2021,Charged Off,12-08-2021,Debt consolidation,C1, 36 months,Not Verified,333.25,0.1223,10000,10664,39866
782188,985139,IL,INDIVIDUAL,Hydra Force Inc.,A,11-06-2021,14-04-2021,14-05-2021,Fully Paid,14-06-2021,car,A5, 36 months,Source Verified,205.16,0.0849,6500,7396,39867
536266,692835,VA,INDIVIDUAL,SSP America,B,10-06-2021,11-01-2021,11-01-2021,Fully Paid,11-02-2021,Debt consolidation,B3, 36 months,Not Verified,491.94,0.1112,15000,15784,39868
781548,984405,MA,INDIVIDUAL,"Aware, Inc",B,11-06-2021,13-10-2021,13-09-2021,Fully Paid,13-10-2021,Debt consolidation,B1, 36 months,Verified,385.35,0.0967,12000,13703,39869
639768,819024,WI,INDIVIDUAL,Whitehouse of Music,A,10-12-2021,13-10-2021,13-10-2021,Fully Paid,13-11-2021,medical,A3, 36 months,Not Verified,61,0.0617,2000,2194,39870
650721,832394,FL,INDIVIDUAL,The Whitlock Group,A,11-01-2021,16-05-2021,14-01-2021,Fully Paid,14-02-2021,home improvement,A5, 36 months,Source Verified,448.99,0.0766,14400,16164,39871
643636,823701,FL,INDIVIDUAL,,A,11-01-2021,13-07-2021,13-02-2021,Charged Off,13-03-2021,Debt consolidation,A4, 36 months,Not Verified,153.34,0.0654,5000,3926,39872
549906,708882,AZ,INDIVIDUAL,Philips Healthcare,C,10-07-2021,14-05-2021,11-06-2021,Fully Paid,11-07-2021,Debt consolidation,C3, 36 months,Verified,615.03,0.1398,18000,19129,39873
813146,1020571,MO,INDIVIDUAL,Blue Cross Blue Shield of KC,A,11-08-2021,14-06-2021,14-06-2021,Fully Paid,14-07-2021,home improvement,A3, 36 months,Not Verified,277.86,0.0699,9000,9998,39874
738457,935837,VA,INDIVIDUAL,US Dept of the Interior,A,11-04-2021,14-05-2021,14-05-2021,Fully Paid,14-06-2021,home improvement,A3, 36 months,Verified,215.89,0.0692,7000,7772,39875
854165,1066396,MO,INDIVIDUAL,University of Kansas Hospital,B,11-08-2021,16-05-2021,16-05-2021,Current,16-06-2021,Debt consolidation,B5, 60 months,Verified,444.79,0.1199,20000,24870,39876
749568,948814,NY,INDIVIDUAL,nypd,A,11-05-2021,15-04-2021,12-03-2021,Fully Paid,12-04-2021,major purchase,A4, 36 months,Not Verified,74.65,0.0749,2400,2533,39877
250699,250665,OH,INDIVIDUAL,united parcel service,D,08-02-2021,16-05-2021,11-02-2021,Fully Paid,11-03-2021,Debt consolidation,D1, 36 months,Not Verified,167.54,0.1261,5000,6031,39878
753519,953207,MN,INDIVIDUAL,Divine House Inc.,C,11-05-2021,12-01-2021,11-08-2021,Charged Off,11-09-2021,Debt consolidation,C1, 36 months,Not Verified,168.45,0.1299,5000,1070,39879
764350,965061,OH,INDIVIDUAL,Subway,A,11-05-2021,14-06-2021,14-06-2021,Fully Paid,14-07-2021,other,A5, 36 months,Source Verified,189.38,0.0849,6000,6818,39880
691605,882200,CA,INDIVIDUAL,GITR,A,11-03-2021,14-03-2021,14-03-2021,Fully Paid,14-04-2021,Debt consolidation,A3, 36 months,Not Verified,370.09,0.0692,12000,13323,39881
629374,806348,WI,INDIVIDUAL,alsco,B,10-12-2021,15-06-2021,13-02-2021,Fully Paid,13-03-2021,vacation,B3, 36 months,Not Verified,32.09,0.0962,1000,1142,39882
764563,965306,CA,INDIVIDUAL,Southern Orange County Pediatric Associa,B,11-05-2021,15-01-2021,12-05-2021,Fully Paid,12-06-2021,other,B1, 60 months,Not Verified,159.32,0.0999,7500,8133,39883
867417,1081013,CA,INDIVIDUAL,Los Angeles Unified School District,B,11-09-2021,14-09-2021,14-09-2021,Fully Paid,14-10-2021,Debt consolidation,B5, 36 months,Verified,664.2,0.1199,20000,23911,39884
986703,1210645,CT,INDIVIDUAL,KPMG LLP,E,11-10-2021,16-04-2021,14-11-2021,Fully Paid,14-12-2021,Debt consolidation,E1, 36 months,Verified,510.64,0.1864,14000,18409,39885
631273,808709,CA,INDIVIDUAL,Ulta Salon & Cosmetics,A,10-12-2021,15-06-2021,14-01-2021,Fully Paid,14-02-2021,Debt consolidation,A5, 36 months,Verified,185.02,0.0691,6000,6664,39886
885986,1101772,TX,INDIVIDUAL,Bank of America,D,11-09-2021,16-05-2021,15-05-2021,Fully Paid,15-06-2021,Debt consolidation,D5, 60 months,Verified,306.36,0.1825,12000,17758,39887
504995,650505,TX,INDIVIDUAL,Union State Bank,B,10-04-2021,13-05-2021,13-06-2021,Fully Paid,13-07-2021,other,B1, 36 months,Not Verified,115.96,0.0988,3600,4214,39888
350713,352918,KS,INDIVIDUAL,Acquity Group,D,08-07-2021,11-06-2021,11-07-2021,Fully Paid,11-08-2021,Debt consolidation,D1, 36 months,Verified,134.03,0.1261,4000,4825,39889
496055,635532,NY,INDIVIDUAL,Page Transpotation,B,10-04-2021,10-10-2021,10-10-2021,Fully Paid,10-11-2021,wedding,B1, 36 months,Not Verified,483.16,0.0988,15000,15699,39890
733239,929586,FL,INDIVIDUAL,Morse Communications,F,11-04-2021,16-05-2021,15-03-2021,Fully Paid,15-04-2021,Debt consolidation,F5, 60 months,Verified,658.74,0.1974,25000,38520,39891
458478,570689,WV,INDIVIDUAL,Atlantic Development and Coal,D,09-11-2021,12-11-2021,12-11-2021,Fully Paid,12-12-2021,home improvement,D2, 36 months,Not Verified,277.16,0.1496,8000,9978,39892
488251,622586,PA,INDIVIDUAL,Guidemark Inc.,A,10-02-2021,13-03-2021,13-03-2021,Fully Paid,13-04-2021,major purchase,A3, 36 months,Not Verified,247.52,0.0714,8000,8911,39893
798762,1003902,IL,INDIVIDUAL,Southern Imperial,D,11-06-2021,12-12-2021,13-01-2021,Charged Off,13-02-2021,major purchase,D2, 36 months,Source Verified,168.74,0.1599,4800,3037,39894
1006885,1233245,TX,INDIVIDUAL,McCarthy Building Companies,C,11-11-2021,16-04-2021,14-07-2021,Fully Paid,14-08-2021,Debt consolidation,C2, 36 months,Source Verified,185.27,0.1427,5400,6648,39895
1006824,1233178,KS,INDIVIDUAL,Schillings construction,B,11-11-2021,14-09-2021,12-07-2021,Fully Paid,12-08-2021,home improvement,B2, 36 months,Not Verified,260.59,0.1065,8000,8520,39896
525459,679881,CA,INDIVIDUAL,the saloon,A,10-06-2021,13-04-2021,11-01-2021,Fully Paid,11-02-2021,other,A4, 36 months,Source Verified,186.67,0.0751,6000,6243,39897
726130,921462,CO,INDIVIDUAL,MWH Global,A,11-04-2021,14-04-2021,14-01-2021,Fully Paid,14-02-2021,credit card,A2, 36 months,Source Verified,485.24,0.0579,16000,17201,39898
642161,821968,PA,INDIVIDUAL,Pep,A,11-01-2021,14-07-2021,12-12-2021,Fully Paid,12-01-2022,Debt consolidation,A4, 36 months,Source Verified,306.68,0.0654,10000,10893,39899
573817,738212,MD,INDIVIDUAL,mncppc,B,10-09-2021,16-05-2021,12-03-2021,Charged Off,12-04-2021,Debt consolidation,B5, 60 months,Verified,371.42,0.1186,16750,6342,39900
442381,537306,TX,INDIVIDUAL,GBH CPAs,C,09-09-2021,10-07-2021,10-07-2021,Fully Paid,10-08-2021,credit card,C5, 36 months,Source Verified,686.12,0.1426,20000,21998,39901
499339,640882,FL,INDIVIDUAL,Raymond James,B,10-04-2021,14-03-2021,11-02-2021,Fully Paid,11-03-2021,credit card,B3, 36 months,Verified,162.8,0.1062,5000,5394,39902
878231,1093000,GA,INDIVIDUAL,Caravita Homecare,D,11-09-2021,14-09-2021,14-09-2021,Fully Paid,14-10-2021,major purchase,D2, 36 months,Not Verified,105.46,0.1599,3000,3796,39903
781191,984023,NY,INDIVIDUAL,"Simon and Schuster, Inc.",B,11-06-2021,16-04-2021,14-07-2021,Fully Paid,14-08-2021,Debt consolidation,B5, 36 months,Not Verified,167.56,0.1262,5000,6032,39904
482019,613085,CA,INDIVIDUAL,U.S. Marshals Service,B,10-02-2021,12-05-2021,12-04-2021,Fully Paid,12-05-2021,credit card,B4, 36 months,Not Verified,621.97,0.1099,19000,21408,39905
839980,1050269,KY,INDIVIDUAL,Walgreens,C,11-08-2021,15-03-2021,15-02-2021,Fully Paid,15-03-2021,Debt consolidation,C1, 60 months,Not Verified,215.54,0.1299,9475,12579,39906
838263,1048329,NJ,INDIVIDUAL,CITY OF PASSAIC,D,11-08-2021,15-12-2021,15-12-2021,Fully Paid,15-01-2022,Debt consolidation,D5, 60 months,Source Verified,401.87,0.1749,16000,23516,39907
613830,786970,WA,INDIVIDUAL,U.S. Army (Active),D,10-11-2021,11-08-2021,11-04-2021,Charged Off,11-05-2021,wedding,D2, 36 months,Source Verified,619.23,0.1446,18000,3812,39908
449313,551848,WY,INDIVIDUAL,State of WY - Forestry Division,D,09-10-2021,16-05-2021,12-10-2021,Fully Paid,12-11-2021,Debt consolidation,D5, 36 months,Not Verified,457.05,0.16,13000,16454,39909
644217,824385,DE,INDIVIDUAL,Barclays,B,11-01-2021,16-05-2021,14-01-2021,Fully Paid,14-02-2021,credit card,B4, 36 months,Not Verified,326.16,0.1074,10000,11742,39910
460708,575321,TX,INDIVIDUAL,Capital One Bank,B,09-11-2021,16-05-2021,11-09-2021,Fully Paid,11-10-2021,Debt consolidation,B3, 36 months,Verified,546.71,0.1183,16500,18681,39911
383913,414543,PA,INDIVIDUAL,Newell Rubbermaid,D,09-03-2021,12-03-2021,12-03-2021,Fully Paid,12-04-2021,Debt consolidation,D2, 36 months,Verified,550.13,0.1442,16000,19804,39912
1064774,1298604,PA,INDIVIDUAL,Dupont,B,11-12-2021,16-05-2021,15-01-2021,Fully Paid,15-02-2021,credit card,B4, 36 months,Verified,534.65,0.1242,16000,19247,39913
396135,436155,CA,INDIVIDUAL,Business.com,B,09-05-2021,11-09-2021,11-02-2021,Fully Paid,11-03-2021,Debt consolidation,B4, 36 months,Not Verified,397.97,0.1189,12000,13809,39914
718964,913256,OH,INDIVIDUAL,lumber liquidators,B,11-04-2021,16-05-2021,12-03-2021,Fully Paid,12-04-2021,medical,B1, 36 months,Not Verified,64.19,0.0963,2000,2140,39915
974704,1196992,OH,INDIVIDUAL,Nationwide Insurance,D,11-10-2021,16-05-2021,14-12-2021,Fully Paid,14-01-2022,credit card,D3, 60 months,Verified,499.96,0.1727,20000,28229,39916
819229,1027297,VA,INDIVIDUAL,EMC Corporation,A,11-07-2021,16-05-2021,14-08-2021,Fully Paid,14-09-2021,home improvement,A4, 36 months,Verified,155.51,0.0749,5000,5598,39917
408640,458859,TX,INDIVIDUAL,Shultz Bros. Trucking,C,09-06-2021,16-05-2021,11-03-2021,Charged Off,11-04-2021,other,C3, 36 months,Verified,84.43,0.1316,2500,1782,39918
745721,944341,CA,INDIVIDUAL,Macy's,E,11-05-2021,16-05-2021,14-04-2021,Charged Off,14-05-2021,Debt consolidation,E2, 60 months,Source Verified,128.04,0.1839,5000,4480,39919
451204,555696,HI,INDIVIDUAL,,A,09-10-2021,16-05-2021,10-03-2021,Charged Off,10-04-2021,Debt consolidation,A5, 36 months,Not Verified,293.89,0.0894,9250,8175,39920
866506,1080024,PA,INDIVIDUAL,Legendary Art,D,11-09-2021,16-05-2021,16-02-2021,Charged Off,16-03-2021,Debt consolidation,D3, 60 months,Not Verified,368.69,0.1649,15000,18435,39921
475297,601555,NJ,INDIVIDUAL,Pennsauken Twp,A,10-01-2021,13-02-2021,13-01-2021,Fully Paid,13-02-2021,credit card,A5, 36 months,Not Verified,317.72,0.0894,10000,11439,39922
577254,742336,NY,INDIVIDUAL,peninsula imaging,A,10-09-2021,15-09-2021,13-09-2021,Fully Paid,13-10-2021,moving,A2, 36 months,Source Verified,100,0.0676,3250,3600,39923
645695,826187,CA,INDIVIDUAL,Department of Veterans Affairs,A,11-01-2021,16-05-2021,13-11-2021,Fully Paid,13-12-2021,Debt consolidation,A4, 36 months,Verified,517.51,0.0654,16875,18439,39924
500256,642421,OH,INDIVIDUAL,us army,C,10-08-2021,13-09-2021,13-08-2021,Fully Paid,13-09-2021,other,C5, 36 months,Not Verified,169.19,0.1472,4900,6145,39925
471391,595223,CA,INDIVIDUAL, Brocade Communications,A,09-12-2021,10-05-2021,10-05-2021,Fully Paid,10-06-2021,other,A5, 36 months,Not Verified,381.26,0.0894,12000,12345,39926
363809,373920,NY,INDIVIDUAL,Deutsche Bank,B,08-11-2021,11-08-2021,11-12-2021,Fully Paid,11-01-2022,home improvement,B4, 36 months,Source Verified,656.11,0.1114,20000,23620,39927
519766,671919,CA,INDIVIDUAL,Abaca  Inc.,E,10-05-2021,13-08-2021,13-03-2021,Charged Off,13-04-2021,Debt consolidation,E1, 60 months,Source Verified,613.95,0.1645,25000,21056,39928
558392,718829,GA,INDIVIDUAL,Tift Regional Medical Center,A,10-08-2021,16-05-2021,13-08-2021,Fully Paid,13-09-2021,credit card,A5, 36 months,Source Verified,531.78,0.0788,17000,19145,39929
494614,633295,NY,INDIVIDUAL,Croop-Lafrance,C,10-03-2021,16-04-2021,13-01-2021,Fully Paid,13-02-2021,credit card,C5, 36 months,Not Verified,366.84,0.1422,10700,13181,39930
558616,719083,MD,INDIVIDUAL,Lancaster Foods,B,10-08-2021,14-03-2021,14-03-2021,Fully Paid,14-04-2021,Debt consolidation,B3, 60 months,Verified,392.45,0.1112,18000,23021,39931
771328,973087,LA,INDIVIDUAL,Precision Auto Tune,B,11-06-2021,16-05-2021,14-02-2021,Fully Paid,14-03-2021,Debt consolidation,B2, 36 months,Not Verified,161.92,0.1059,4975,5816,39932
722826,917693,WA,INDIVIDUAL,Advanced Toolware,A,11-04-2021,14-09-2021,13-06-2021,Fully Paid,13-07-2021,credit card,A3, 36 months,Not Verified,370.09,0.0692,12000,13209,39933
805318,1011324,CT,INDIVIDUAL,Harty Press,A,11-07-2021,16-04-2021,14-07-2021,Fully Paid,14-08-2021,Debt consolidation,A4, 36 months,Not Verified,298.58,0.0749,9600,10749,39934
878306,1093132,GA,INDIVIDUAL,State of Georgia,A,11-09-2021,13-12-2021,13-12-2021,Fully Paid,13-01-2022,credit card,A1, 36 months,Not Verified,228.27,0.0603,7500,8123,39935
560208,721070,MD,INDIVIDUAL,Metropolitan Police Department,C,10-08-2021,16-05-2021,13-04-2021,Fully Paid,13-05-2021,Debt consolidation,C3, 60 months,Verified,581.45,0.1398,25000,32432,39936
482673,614024,VA,INDIVIDUAL,Carrabba's Italian Grill,C,10-02-2021,16-05-2021,13-03-2021,Fully Paid,13-04-2021,Debt consolidation,C1, 36 months,Not Verified,268.53,0.1273,8000,9686,39937
766045,967013,AL,INDIVIDUAL,DESE Research,B,11-05-2021,14-04-2021,14-01-2021,Fully Paid,14-02-2021,small business,B4, 36 months,Verified,494.57,0.1149,15000,17726,39938
527753,682618,HI,INDIVIDUAL,Servco Pacific,B,10-06-2021,12-03-2021,12-02-2021,Fully Paid,12-03-2021,small business,B1, 60 months,Not Verified,214.35,0.1038,10000,11509,39939
654769,820937,FL,INDIVIDUAL,NEW Corporation,A,11-01-2021,15-09-2021,13-07-2021,Fully Paid,13-08-2021,home improvement,A4, 36 months,Verified,613.35,0.0654,20000,21989,39940
686923,876820,NY,INDIVIDUAL,Merrill Corporation,C,11-03-2021,15-09-2021,12-10-2021,Fully Paid,12-11-2021,Debt consolidation,C1, 36 months,Verified,536.65,0.1268,16000,18414,39941
698531,889986,NJ,INDIVIDUAL,agate construction,A,11-03-2021,14-03-2021,14-04-2021,Fully Paid,14-05-2021,home improvement,A2, 36 months,Verified,303.27,0.0579,10000,10918,39942
664146,849225,AZ,INDIVIDUAL,Gold Canyon International,A,11-02-2021,16-01-2021,13-04-2021,Fully Paid,13-05-2021,home improvement,A2, 36 months,Source Verified,272.95,0.0579,9000,9756,39943
494089,632384,NJ,INDIVIDUAL,usmc,C,10-03-2021,13-03-2021,13-04-2021,Fully Paid,13-05-2021,other,C2, 36 months,Not Verified,202.47,0.1311,6000,7289,39944
408571,458757,CA,INDIVIDUAL,KidsArt,A,09-06-2021,11-03-2021,11-03-2021,Fully Paid,11-04-2021,Debt consolidation,A4, 36 months,Not Verified,319.47,0.0932,10000,11179,39945
822138,1030552,IL,INDIVIDUAL,The Home Depot,B,11-07-2021,16-05-2021,13-10-2021,Charged Off,13-11-2021,Debt consolidation,B3, 60 months,Verified,151.08,0.1099,6950,3926,39946
1018671,1247139,TX,INDIVIDUAL,Arthur J. Gallagher & Co.,B,11-11-2021,14-12-2021,14-12-2021,Fully Paid,14-01-2022,major purchase,B3, 60 months,Verified,773.44,0.1171,35000,44321,39947
789544,993472,NY,INDIVIDUAL,20th Century Fox FCU,B,11-06-2021,16-05-2021,13-02-2021,Fully Paid,13-03-2021,Debt consolidation,B5, 36 months,Not Verified,166.05,0.1199,5000,5740,39948
708857,901392,PA,INDIVIDUAL,fredericks,B,11-03-2021,12-06-2021,12-06-2021,Fully Paid,12-07-2021,car,B4, 60 months,Not Verified,140.49,0.1074,6500,7245,39949
835172,1045085,MI,INDIVIDUAL,DTE Energy,C,11-08-2021,16-05-2021,12-02-2021,Charged Off,12-03-2021,other,C3, 60 months,Source Verified,279.16,0.1399,12000,2738,39950
276107,271585,VA,INDIVIDUAL,DTI Associates,C,08-03-2021,11-03-2021,11-03-2021,Fully Paid,11-04-2021,other,C1, 36 months,Not Verified,157.22,0.1103,4800,5660,39951
1057818,1289186,MA,INDIVIDUAL,Harvard University,A,11-12-2021,14-12-2021,14-12-2021,Fully Paid,14-01-2022,Debt consolidation,A5, 36 months,Not Verified,222.28,0.089,7000,8002,39952
384576,415777,GA,INDIVIDUAL,Havertys Furniture,A,09-03-2021,16-05-2021,11-03-2021,Charged Off,11-04-2021,Debt consolidation,A5, 36 months,Source Verified,320.95,0.0963,10000,7381,39953
1004151,1230781,NY,INDIVIDUAL,Mt Sinai Hospital,A,11-10-2021,14-02-2021,13-09-2021,Charged Off,13-10-2021,vacation,A4, 36 months,Not Verified,219.04,0.079,7000,5218,39954
594944,763901,CA,INDIVIDUAL,Southern California Edison,C,10-10-2021,15-12-2021,15-11-2021,Fully Paid,15-12-2021,moving,C2, 60 months,Verified,258.35,0.1361,11200,15501,39955
573268,737368,CA,INDIVIDUAL,City of San Francisco,A,10-09-2021,16-03-2021,15-09-2021,Fully Paid,15-10-2021,car,A5, 60 months,Not Verified,84.92,0.0788,4200,5095,39956
494163,632515,CA,INDIVIDUAL,United States Postal Service,D,10-03-2021,13-04-2021,13-05-2021,Fully Paid,13-06-2021,credit card,D4, 36 months,Verified,560.18,0.157,16000,20195,39957
800864,1006395,TX,INDIVIDUAL,Pitney Bowes Management Services,A,11-07-2021,15-10-2021,12-09-2021,Fully Paid,12-10-2021,Debt consolidation,A4, 36 months,Not Verified,199.06,0.0749,6400,6867,39958
565727,727786,TX,INDIVIDUAL,Reynolds and Reynolds,A,10-08-2021,15-04-2021,13-09-2021,Fully Paid,13-10-2021,major purchase,A5, 36 months,Source Verified,187.69,0.0788,6000,6757,39959
544566,702470,GA,INDIVIDUAL,Thomasville Furniture,B,10-07-2021,16-05-2021,11-12-2021,Charged Off,11-01-2022,Debt consolidation,B3, 60 months,Verified,315.05,0.1112,20000,5354,39960
1024542,1253673,IL,INDIVIDUAL,Illinois Association of REALTORS,A,11-11-2021,13-10-2021,13-10-2021,Fully Paid,13-11-2021,Debt consolidation,A1, 36 months,Source Verified,106.53,0.0603,3500,3780,39961
592470,760922,NY,INDIVIDUAL,24 seven,B,10-10-2021,13-04-2021,13-03-2021,Fully Paid,13-04-2021,car,B4, 60 months,Verified,138.53,0.1149,6300,7718,39962
655197,837980,PA,INDIVIDUAL,Septa,C,11-01-2021,14-01-2021,14-02-2021,Fully Paid,14-03-2021,other,C1, 36 months,Not Verified,185.31,0.1268,5525,6672,39963
552451,703411,PA,INDIVIDUAL,Geisinger Medical Center,C,10-07-2021,15-08-2021,15-08-2021,Fully Paid,15-09-2021,other,C1, 60 months,Verified,480.3,0.1323,21000,28811,39964
348960,350417,MI,INDIVIDUAL,"Coca-Cola, Ent.",B,08-06-2021,11-06-2021,11-06-2021,Fully Paid,11-07-2021,home improvement,B2, 36 months,Not Verified,154.35,0.0976,4800,5556,39965
436027,521417,OH,INDIVIDUAL,ANHEUSER BUSH SALES OF CANTON,A,09-09-2021,10-02-2021,10-02-2021,Fully Paid,10-03-2021,home improvement,A5, 36 months,Verified,285.95,0.0894,9000,9319,39966
703302,895245,CA,INDIVIDUAL,Dameron Hospital,B,11-03-2021,14-04-2021,14-05-2021,Fully Paid,14-06-2021,credit card,B5, 36 months,Verified,262.33,0.1111,8000,9487,39967
620716,795535,WV,INDIVIDUAL,FEMA,A,10-11-2021,16-03-2021,12-06-2021,Fully Paid,12-07-2021,Debt consolidation,A5, 36 months,Verified,246.69,0.0691,8000,8647,39968
710486,903246,CA,INDIVIDUAL,Steritech,A,11-04-2021,14-04-2021,14-04-2021,Fully Paid,14-05-2021,Debt consolidation,A4, 36 months,Source Verified,217.07,0.0729,7000,7814,39969
219425,219409,NY,INDIVIDUAL,CEC Entertainment,C,08-01-2021,16-04-2021,10-02-2021,Charged Off,10-03-2021,Debt consolidation,C4, 36 months,Not Verified,82.71,0.1172,2500,2042,39970
522052,675252,CA,INDIVIDUAL,northrop grumman technical services,B,10-05-2021,16-05-2021,13-06-2021,Fully Paid,13-07-2021,Debt consolidation,B3, 36 months,Verified,131.19,0.1112,4000,4723,39971
469289,591708,CA,INDIVIDUAL,JD Power and Associates,C,09-12-2021,12-12-2021,12-08-2021,Charged Off,12-09-2021,Debt consolidation,C3, 36 months,Not Verified,339.69,0.1357,10000,10644,39972
864414,1077635,CA,INDIVIDUAL,"TSKTJMB, Inc.",B,11-09-2021,16-04-2021,13-06-2021,Fully Paid,13-07-2021,Debt consolidation,B4, 36 months,Source Verified,494.57,0.1149,15000,17266,39973
395627,435300,MA,INDIVIDUAL,WGA Insurance,A,09-04-2021,13-06-2021,10-02-2021,Fully Paid,10-03-2021,Debt consolidation,A5, 36 months,Not Verified,346.62,0.0963,10800,11423,39974
506754,653434,CA,INDIVIDUAL,VALLEYCARE MED CENTER,B,10-06-2021,13-02-2021,13-02-2021,Fully Paid,13-03-2021,Debt consolidation,B1, 36 months,Not Verified,502.92,0.1038,22000,18063,39975
1031139,1260774,VA,INDIVIDUAL,United States Navy,C,11-11-2021,13-10-2021,13-10-2021,Fully Paid,13-11-2021,Debt consolidation,C5, 60 months,Source Verified,388.75,0.1596,16000,19796,39976
300546,300541,IL,INDIVIDUAL,United Airlines,B,08-03-2021,10-07-2021,10-07-2021,Fully Paid,10-08-2021,Debt consolidation,B5, 36 months,Not Verified,391.22,0.1071,12000,13932,39977
434811,519094,MO,INDIVIDUAL,The Doe Run Company,B,09-08-2021,12-08-2021,12-08-2021,Fully Paid,12-09-2021,credit card,B4, 36 months,Not Verified,249.75,0.1218,7500,8988,39978
1009591,1236344,SC,INDIVIDUAL,GULFSTREAM CAFE,D,11-11-2021,15-07-2021,15-07-2021,Fully Paid,15-08-2021,Debt consolidation,D3, 60 months,Verified,231.24,0.1727,9250,13323,39979
541835,699307,OH,INDIVIDUAL,panera bread,A,10-07-2021,11-03-2021,11-03-2021,Fully Paid,11-04-2021,vacation,A1, 36 months,Verified,122.4,0.0639,4000,4155,39980
460113,573977,CA,INDIVIDUAL,Emcore/JPL,B,09-11-2021,11-08-2021,11-08-2021,Fully Paid,11-09-2021,educational,B4, 36 months,Not Verified,432.9,0.1218,13000,15022,39981
